loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2409,5, Graduate, Yes,4700000,14000000,2,375,7600000,3200000,7900000,1200000, Rejected
2410,0, Not Graduate, Yes,400000,1000000,8,646,500000,500000,1300000,500000, Approved
2411,0, Graduate, No,5300000,11100000,8,895,12000000,7100000,5400000,7400000, Approved
2412,1, Graduate, Yes,600000,3000000,16,686,1100000,200000,500000,300000, Approved
2413,4, Graduate, Yes,9300000,18700000,18,748,24200000,14300000,35100000,13000000, Approved
2414,3, Graduate, No,6000000,23400000,10,782,8300000,15000000,22400000,7300000, Approved
2415,4, Graduate, Yes,3800000,8100000,16,322,2400000,5600000,7300000,4300000, Rejected
2416,0, Graduate, Yes,4900000,6300000,2,776,14900000,6500000,9700000,7100000, Approved
2417,2, Not Graduate, Yes,6200000,23100000,16,445,18200000,9700000,21600000,3400000, Rejected
2418,2, Graduate, Yes,2700000,2700000,2,699,3700000,5900000,6400000,3700000, Approved
2419,5, Graduate, Yes,3000000,11100000,14,891,7400000,7100000,2700000,700000, Approved
2420,0, Not Graduate, Yes,4300000,8600000,8,837,7800000,400000,3900000,3300000, Approved
2421,5, Graduate, Yes,2700000,10800000,10,549,7300000,1400000,2600000,2400000, Rejected
2422,2, Not Graduate, Yes,7600000,31000000,6,803,11300000,2200000,24600000,2100000, Approved
2423,4, Not Graduate, No,1200000,4700000,10,671,2400000,2300000,3100000,1400000, Approved
2424,1, Graduate, Yes,8300000,9100000,18,380,3200000,900000,12900000,6400000, Rejected
2425,0, Graduate, Yes,3600000,13700000,18,444,2800000,8100000,3800000,2700000, Rejected
2426,4, Not Graduate, Yes,5600000,27800000,8,874,15600000,300000,5200000,5100000, Approved
2427,1, Graduate, No,1700000,3300000,6,850,2500000,2600000,5300000,500000, Approved
2428,0, Graduate, No,3900000,8200000,12,835,1200000,2700000,14000000,1500000, Approved
2429,5, Not Graduate, Yes,7500000,31900000,14,530,5600000,8800000,17700000,2600000, Rejected
2430,1, Graduate, Yes,2800000,4600000,4,492,4400000,3100000,9000000,4000000, Approved
2431,5, Not Graduate, Yes,1400000,5100000,16,784,3600000,2600000,2100000,1700000, Approved
2432,2, Graduate, No,5300000,21300000,20,312,7400000,6600000,13500000,4500000, Rejected
2433,1, Not Graduate, Yes,1700000,2000000,18,839,4500000,1800000,3500000,1700000, Approved
2434,2, Not Graduate, Yes,3200000,10300000,12,662,9700000,5800000,2600000,3200000, Approved
2435,1, Not Graduate, Yes,4600000,15200000,8,680,6100000,10600000,10100000,2100000, Approved
2436,5, Graduate, Yes,5700000,12600000,8,563,16200000,11300000,19700000,1300000, Approved
2437,3, Graduate, Yes,6400000,28800000,16,888,4000000,11800000,4400000,5600000, Approved
2438,4, Graduate, No,6800000,11200000,10,750,10700000,8300000,14800000,3200000, Approved
2439,0, Not Graduate, No,8400000,20600000,4,332,4400000,18900000,29900000,11100000, Rejected
2440,1, Graduate, No,800000,3500000,14,615,300000,1000000,2600000,300000, Approved
2441,3, Not Graduate, No,3700000,6500000,4,816,1500000,8600000,8200000,3300000, Approved
2442,2, Graduate, No,200000,900000,20,345,100000,400000,200000,100000, Rejected
2443,5, Graduate, Yes,200000,300000,10,742,600000,100000,700000,200000, Approved
2444,4, Not Graduate, Yes,2200000,6500000,8,447,4400000,300000,2300000,3100000, Rejected
2445,1, Not Graduate, Yes,6000000,7800000,2,604,20000000,11100000,8800000,4100000, Approved
2446,2, Graduate, No,8900000,33000000,4,830,17600000,15300000,8300000,1400000, Approved
2447,4, Not Graduate, No,7700000,32100000,20,595,17500000,11600000,16200000,7900000, Approved
2448,2, Graduate, Yes,6500000,28600000,12,322,5300000,15900000,17600000,1800000, Rejected
2449,3, Not Graduate, Yes,7800000,38400000,20,312,15500000,10600000,26500000,1900000, Rejected
2450,4, Graduate, No,1800000,6600000,20,742,2600000,1600000,3800000,1800000, Approved
2451,1, Graduate, No,8400000,34200000,2,859,27500000,11900000,32700000,2000000, Approved
2452,0, Not Graduate, No,8900000,26900000,8,475,29200000,600000,23000000,2500000, Approved
2453,2, Graduate, No,1100000,5100000,18,862,900000,1600000,2900000,800000, Approved
2454,1, Graduate, No,4800000,17200000,10,572,10800000,10800000,5300000,3500000, Approved
2455,3, Not Graduate, No,8300000,37600000,12,335,19100000,100000,9700000,11400000, Rejected
2456,5, Graduate, Yes,4800000,9300000,12,619,9900000,10100000,12100000,2300000, Approved
2457,4, Not Graduate, No,8400000,25100000,16,885,5100000,16800000,25400000,5600000, Approved
2458,4, Graduate, No,9300000,36400000,20,450,21900000,2500000,11300000,10100000, Rejected
2459,3, Graduate, No,4800000,8700000,18,877,13600000,10200000,10500000,6000000, Approved
2460,5, Graduate, Yes,700000,1300000,14,691,900000,1300000,1200000,400000, Approved
2461,5, Graduate, Yes,3500000,17200000,12,538,6600000,4300000,7100000,3400000, Rejected
2462,4, Not Graduate, Yes,2300000,6300000,8,716,1300000,1400000,2900000,2200000, Approved
2463,0, Graduate, Yes,4800000,8300000,4,540,15700000,3500000,4800000,2500000, Rejected
2464,1, Not Graduate, Yes,5900000,13700000,16,351,3300000,9000000,9600000,1600000, Rejected
2465,5, Graduate, No,4700000,12200000,2,823,4200000,2900000,16600000,5000000, Approved
2466,0, Not Graduate, No,2100000,7300000,14,524,2500000,1700000,7000000,1000000, Rejected
2467,3, Not Graduate, No,3100000,14500000,10,640,9100000,7200000,2700000,1700000, Approved
2468,3, Not Graduate, Yes,6800000,33600000,16,747,17100000,12400000,5500000,6100000, Approved
2469,2, Not Graduate, Yes,400000,1400000,20,349,100000,700000,900000,100000, Rejected
2470,4, Graduate, No,2200000,8400000,12,733,1800000,5300000,3200000,1000000, Approved
2471,0, Not Graduate, Yes,8900000,20400000,12,519,23800000,100000,30100000,6400000, Approved
2472,1, Graduate, No,1100000,4900000,10,627,1700000,700000,2400000,1500000, Rejected
2473,1, Not Graduate, Yes,4200000,7900000,8,574,1200000,6900000,14600000,5000000, Approved
2474,1, Graduate, Yes,2200000,3100000,2,767,7400000,2400000,1900000,1200000, Approved
2475,2, Not Graduate, No,1200000,5900000,2,412,800000,300000,4700000,600000, Rejected
2476,2, Not Graduate, No,4300000,19200000,16,364,8100000,8400000,13700000,6400000, Rejected
2477,5, Not Graduate, Yes,5300000,11700000,20,546,5400000,600000,16200000,5400000, Rejected
2478,2, Not Graduate, Yes,1900000,7000000,2,371,5000000,2600000,7200000,2000000, Rejected
2479,4, Graduate, No,900000,2600000,8,445,2500000,1300000,1900000,200000, Rejected
2480,0, Not Graduate, No,1500000,3400000,14,695,2300000,2400000,1500000,400000, Approved
2481,0, Graduate, Yes,6500000,14000000,16,792,15400000,5100000,14600000,3300000, Approved
2482,2, Graduate, No,8600000,13300000,16,716,27500000,500000,28800000,11000000, Approved
2483,1, Not Graduate, Yes,1900000,6100000,14,490,5500000,4200000,6700000,2600000, Approved
2484,5, Graduate, Yes,3300000,9200000,2,789,5200000,7700000,7300000,1200000, Approved
2485,2, Graduate, No,3500000,10700000,6,544,5800000,4200000,10700000,3800000, Rejected
2486,2, Graduate, No,3700000,6900000,10,408,11600000,200000,5000000,4900000, Rejected
2487,5, Graduate, Yes,2500000,11900000,2,754,800000,3600000,3300000,3300000, Approved
2488,5, Graduate, No,700000,2500000,8,610,200000,600000,1800000,500000, Rejected
2489,4, Graduate, No,5300000,24400000,8,522,4700000,2400000,10500000,2500000, Rejected
2490,2, Not Graduate, Yes,3700000,5300000,20,697,10800000,1600000,3900000,5300000, Approved
2491,1, Not Graduate, No,3500000,12200000,8,735,2500000,1600000,11100000,1700000, Approved
2492,0, Not Graduate, No,2700000,11900000,20,434,3100000,2200000,6400000,1200000, Rejected
2493,0, Graduate, Yes,9300000,21600000,16,370,21200000,6500000,21600000,3600000, Rejected
2494,4, Graduate, Yes,6100000,10900000,14,610,4900000,12800000,7100000,5200000, Approved
2495,0, Not Graduate, No,4300000,8900000,18,330,5200000,5300000,5800000,1100000, Rejected
2496,2, Graduate, No,2200000,4600000,18,683,3800000,2400000,6400000,2000000, Approved
2497,3, Graduate, No,8000000,22300000,6,564,7600000,2900000,27900000,11400000, Rejected
2498,3, Graduate, No,8900000,20500000,10,428,30900000,19500000,10000000,7200000, Rejected
2499,0, Not Graduate, Yes,500000,1000000,12,659,400000,100000,1700000,700000, Approved
2500,3, Not Graduate, No,9300000,33400000,20,525,27900000,5600000,30300000,12700000, Rejected
2501,1, Not Graduate, Yes,7000000,8500000,2,533,12300000,10900000,23500000,8500000, Approved
2502,2, Not Graduate, Yes,1100000,2600000,10,430,700000,1900000,2800000,1000000, Rejected
2503,4, Not Graduate, No,7500000,28200000,6,706,4400000,15000000,13000000,10000000, Approved
2504,2, Not Graduate, Yes,1200000,2000000,6,842,2200000,1200000,3800000,1100000, Approved
2505,2, Not Graduate, Yes,600000,1100000,16,671,800000,500000,1300000,200000, Approved
2506,0, Graduate, No,1300000,2300000,6,442,1300000,900000,1700000,1800000, Rejected
2507,5, Not Graduate, Yes,4700000,4700000,16,800,15800000,6700000,9000000,3800000, Approved
2508,3, Graduate, No,6200000,17900000,20,372,10700000,5400000,13000000,8500000, Rejected
2509,4, Graduate, Yes,4100000,4700000,16,474,13400000,3400000,9300000,2700000, Approved
2510,2, Graduate, Yes,1300000,2700000,4,321,1000000,100000,4700000,700000, Rejected
2511,1, Graduate, Yes,2100000,10500000,4,809,1700000,5000000,4100000,2500000, Approved
2512,1, Not Graduate, No,8500000,39500000,10,327,18400000,1300000,12700000,8400000, Rejected
2513,0, Not Graduate, Yes,9600000,17900000,12,628,10500000,6500000,37100000,6900000, Approved
2514,5, Graduate, Yes,7500000,16800000,16,415,6100000,17300000,10100000,10000000, Rejected
2515,3, Not Graduate, Yes,1200000,3400000,10,427,600000,2200000,600000,1000000, Rejected
2516,2, Not Graduate, No,8200000,35900000,4,665,3700000,11900000,28500000,1000000, Approved
2517,4, Not Graduate, No,6900000,29100000,20,783,18500000,11400000,26500000,7400000, Approved
2518,0, Graduate, No,5300000,8000000,20,310,6000000,1300000,15300000,1000000, Rejected
2519,2, Not Graduate, Yes,1600000,2400000,14,395,5500000,3200000,3100000,1200000, Rejected
2520,2, Graduate, No,9900000,26400000,14,472,8000000,6200000,23800000,3700000, Rejected
2521,5, Not Graduate, No,4500000,20200000,20,867,6200000,10800000,15400000,2000000, Approved
2522,4, Graduate, No,600000,2700000,10,334,900000,300000,2200000,900000, Rejected
2523,4, Not Graduate, Yes,2200000,3100000,4,407,4100000,3400000,1900000,600000, Rejected
2524,1, Not Graduate, Yes,4100000,13500000,14,542,12600000,5600000,14500000,4800000, Rejected
2525,3, Not Graduate, No,800000,1300000,10,495,2400000,300000,2100000,800000, Approved
2526,5, Graduate, No,3300000,12400000,16,329,800000,3000000,2000000,1200000, Rejected
2527,0, Graduate, No,4700000,21900000,16,624,7300000,9200000,4100000,6600000, Rejected
2528,3, Not Graduate, Yes,9400000,26500000,10,665,27600000,5000000,6200000,3600000, Approved
2529,2, Not Graduate, No,1000000,1300000,8,406,200000,2400000,3800000,800000, Rejected
2530,4, Graduate, No,5800000,19200000,10,713,11400000,4300000,11600000,7000000, Approved
2531,2, Not Graduate, Yes,9100000,24000000,14,334,9600000,14300000,27300000,10600000, Rejected
2532,4, Not Graduate, No,8100000,34400000,14,739,12700000,12500000,4100000,4400000, Approved
2533,1, Not Graduate, No,9200000,21700000,12,455,14600000,10800000,30100000,11700000, Rejected
2534,5, Not Graduate, No,1800000,8100000,12,434,2700000,2900000,3900000,2600000, Rejected
2535,5, Graduate, No,8000000,16800000,20,418,25100000,14900000,29900000,6100000, Rejected
2536,3, Graduate, No,9700000,15800000,6,821,19100000,15000000,22500000,9800000, Approved
2537,2, Not Graduate, No,3300000,7300000,4,601,10500000,4600000,10800000,2000000, Rejected
2538,0, Not Graduate, No,5000000,5700000,16,714,13000000,7600000,13500000,3000000, Approved
2539,1, Not Graduate, Yes,5400000,11500000,20,422,7300000,5400000,12500000,4100000, Rejected
2540,2, Graduate, No,5000000,18200000,14,334,9100000,900000,19100000,1900000, Rejected
2541,4, Graduate, Yes,3000000,4700000,10,322,4500000,1200000,6700000,3200000, Rejected
2542,5, Not Graduate, No,9700000,14000000,8,564,28500000,14700000,35100000,3200000, Rejected
2543,3, Graduate, Yes,9500000,14500000,10,496,7800000,22000000,5900000,1000000, Rejected
2544,5, Graduate, No,3900000,5100000,2,761,12800000,300000,10900000,2800000, Approved
2545,1, Not Graduate, Yes,8000000,36000000,12,773,16900000,10900000,29500000,1700000, Approved
2546,4, Graduate, No,4000000,19100000,6,486,8900000,2500000,14600000,3500000, Rejected
2547,3, Not Graduate, No,7900000,9400000,6,560,15100000,11100000,17400000,6500000, Rejected
2548,0, Graduate, No,5900000,23800000,12,529,12000000,11100000,12700000,1700000, Rejected
2549,4, Not Graduate, No,4800000,19000000,20,705,11500000,8800000,16000000,2100000, Approved
2550,5, Not Graduate, No,1400000,7000000,6,678,3300000,2500000,2300000,200000, Approved
2551,2, Not Graduate, No,6600000,15800000,20,691,6000000,12900000,24900000,6100000, Rejected
2552,1, Graduate, No,3300000,7100000,12,333,7000000,600000,4500000,1700000, Rejected
2553,1, Graduate, Yes,2300000,6500000,20,503,3200000,2900000,1700000,2500000, Approved
2554,3, Not Graduate, No,2000000,8900000,8,881,4600000,1300000,6400000,2000000, Approved
2555,4, Graduate, No,9800000,38400000,20,505,19700000,22600000,18800000,6100000, Rejected
2556,1, Not Graduate, No,1200000,3500000,14,404,1000000,2300000,2100000,200000, Rejected
2557,4, Not Graduate, Yes,8000000,15800000,14,419,21000000,2200000,13000000,4400000, Rejected
2558,4, Graduate, No,8600000,33600000,12,316,14700000,5200000,33800000,4800000, Rejected
2559,0, Graduate, No,500000,2200000,10,769,1000000,600000,1300000,300000, Approved
2560,2, Graduate, Yes,5900000,15300000,12,303,14300000,14200000,23400000,8500000, Rejected
2561,1, Graduate, Yes,5800000,21300000,18,658,13700000,1600000,9900000,1900000, Approved
2562,4, Not Graduate, No,3700000,9600000,16,540,9900000,5300000,7200000,1800000, Rejected
2563,3, Graduate, No,6700000,19500000,2,356,5900000,5700000,8300000,8500000, Rejected
2564,3, Graduate, No,4200000,13000000,14,831,2400000,6800000,8400000,5900000, Approved
2565,1, Graduate, Yes,4500000,18500000,18,745,10800000,7300000,3200000,3400000, Approved
2566,2, Not Graduate, Yes,4400000,21600000,16,792,4300000,2600000,2200000,3800000, Approved
2567,5, Graduate, No,8000000,22200000,10,862,4600000,15700000,16700000,1400000, Approved
2568,5, Graduate, No,6400000,15200000,8,848,4100000,1500000,19900000,7900000, Approved
2569,0, Not Graduate, Yes,3900000,9700000,14,721,4800000,8000000,7900000,3600000, Approved
2570,2, Graduate, No,9200000,14100000,14,620,32000000,4900000,21300000,7100000, Rejected
2571,4, Graduate, Yes,8000000,17500000,8,718,5800000,11800000,16500000,4200000, Approved
2572,1, Graduate, Yes,9300000,12500000,10,569,11000000,8100000,21800000,6700000, Rejected
2573,5, Not Graduate, No,7300000,19800000,8,408,23600000,11100000,23500000,8200000, Rejected
2574,2, Not Graduate, Yes,4000000,6700000,2,531,13500000,2700000,13300000,900000, Approved
2575,2, Graduate, No,7700000,18400000,2,580,7400000,11000000,26400000,6200000, Approved
2576,5, Not Graduate, Yes,3400000,14200000,2,327,10600000,100000,4200000,500000, Rejected
2577,3, Not Graduate, Yes,2800000,5600000,10,809,1800000,2600000,5900000,3300000, Approved
2578,0, Not Graduate, No,4600000,15900000,12,846,12500000,9500000,15700000,1800000, Approved
2579,0, Graduate, Yes,9600000,39500000,10,552,2300000,11100000,36400000,13100000, Approved
2580,5, Graduate, No,5700000,18600000,20,598,8800000,7100000,13700000,4400000, Rejected
2581,3, Graduate, No,3900000,6900000,6,805,4000000,6100000,8700000,2900000, Approved
2582,5, Graduate, No,4700000,11200000,8,573,11900000,5100000,14900000,2800000, Approved
2583,5, Graduate, Yes,3000000,10100000,6,713,800000,6500000,11900000,2500000, Approved
2584,4, Graduate, Yes,6600000,20000000,6,609,11400000,6700000,13100000,3800000, Approved
2585,5, Not Graduate, Yes,3600000,5700000,12,462,9000000,8500000,3900000,2200000, Approved
2586,5, Not Graduate, No,5600000,15600000,8,777,2000000,12300000,19200000,2100000, Approved
2587,2, Not Graduate, Yes,3800000,12100000,8,415,12000000,4000000,11300000,2200000, Rejected
2588,3, Not Graduate, Yes,3300000,6800000,14,434,4600000,3000000,3300000,4100000, Rejected
2589,4, Not Graduate, No,9700000,33500000,18,715,7200000,16400000,15800000,4300000, Approved
2590,5, Not Graduate, Yes,3500000,4500000,6,726,3300000,6600000,8500000,4400000, Approved
2591,4, Graduate, Yes,800000,1900000,4,873,1100000,400000,2400000,1000000, Approved
2592,4, Graduate, Yes,3900000,16400000,6,727,3300000,2400000,12600000,4000000, Approved
2593,1, Graduate, No,5400000,11000000,12,314,10200000,2000000,5600000,800000, Rejected
2594,2, Graduate, No,1100000,3800000,20,810,2500000,2100000,1400000,1000000, Approved
2595,4, Not Graduate, No,3100000,8200000,4,548,5100000,5500000,9600000,3900000, Approved
2596,0, Not Graduate, Yes,1800000,4100000,2,305,2900000,900000,1600000,1100000, Rejected
2597,0, Graduate, Yes,5100000,23800000,12,648,14200000,6800000,11400000,2500000, Approved
2598,4, Graduate, Yes,7200000,17100000,20,402,8600000,13800000,17400000,4000000, Rejected
2599,5, Not Graduate, Yes,9600000,18700000,12,550,21600000,22700000,16200000,6600000, Approved
2600,2, Not Graduate, Yes,4000000,18500000,20,583,12600000,1800000,13100000,800000, Rejected
2601,5, Not Graduate, Yes,8600000,34300000,14,344,8000000,6500000,6000000,3700000, Rejected
2602,2, Graduate, Yes,2300000,8600000,2,811,5200000,2000000,7400000,2300000, Approved
2603,3, Not Graduate, No,7800000,9300000,10,606,26000000,12200000,21500000,5900000, Approved
2604,5, Graduate, Yes,5700000,8700000,16,880,11100000,1900000,13000000,2500000, Approved
2605,2, Graduate, No,7600000,27000000,12,579,26000000,3700000,27000000,10700000, Approved
2606,5, Graduate, Yes,7600000,14000000,4,657,9300000,14800000,9200000,3900000, Approved
2607,5, Graduate, No,5400000,10300000,4,788,11100000,7300000,17800000,1500000, Approved
2608,4, Not Graduate, No,2700000,11100000,14,427,3300000,1100000,3100000,1000000, Rejected
2609,0, Graduate, No,5300000,11400000,10,846,1100000,5100000,21000000,2700000, Approved
2610,5, Not Graduate, Yes,8300000,10700000,12,410,29000000,2800000,5100000,6900000, Rejected
2611,2, Not Graduate, Yes,9700000,11100000,8,898,9600000,8800000,23600000,1900000, Approved
2612,1, Not Graduate, Yes,9200000,25500000,8,684,31400000,9200000,10000000,11900000, Approved
2613,2, Not Graduate, Yes,1900000,6600000,14,611,4500000,500000,3700000,2500000, Approved
2614,2, Graduate, Yes,6000000,26900000,2,426,19100000,900000,6100000,3300000, Rejected
2615,2, Graduate, Yes,1200000,1700000,10,642,4100000,2600000,1400000,1400000, Approved
2616,4, Graduate, Yes,6700000,12000000,8,632,13900000,14900000,4800000,6300000, Approved
2617,0, Not Graduate, Yes,9900000,30900000,16,891,34600000,100000,5200000,12700000, Approved
2618,3, Not Graduate, No,700000,1700000,16,801,1900000,1100000,2100000,300000, Approved
2619,1, Graduate, Yes,6600000,19300000,10,590,12700000,1500000,13800000,6300000, Approved
2620,4, Not Graduate, No,9400000,39500000,6,534,22200000,19000000,6200000,1900000, Rejected
2621,5, Graduate, Yes,8500000,27000000,6,532,7100000,18700000,32200000,1000000, Rejected
2622,2, Not Graduate, Yes,4000000,10600000,6,527,900000,6200000,11300000,5300000, Approved
2623,4, Graduate, Yes,1200000,5900000,6,308,1300000,1800000,1700000,600000, Rejected
2624,1, Not Graduate, No,9200000,11600000,16,321,15000000,8500000,18700000,6700000, Rejected
2625,5, Not Graduate, No,9200000,39500000,2,751,8800000,5700000,20400000,3900000, Rejected
2626,3, Not Graduate, Yes,5800000,17400000,2,452,11000000,7200000,14500000,7700000, Rejected
2627,3, Graduate, Yes,9700000,29200000,12,547,23000000,3200000,34000000,6200000, Rejected
2628,0, Graduate, Yes,200000,900000,6,719,500000,300000,500000,100000, Approved
2629,3, Graduate, Yes,6200000,18800000,18,665,19500000,7300000,24300000,5900000, Approved
2630,4, Not Graduate, No,500000,1400000,16,516,1700000,200000,1500000,200000, Rejected
2631,3, Graduate, Yes,9300000,19400000,16,752,29200000,13700000,36800000,4300000, Approved
2632,0, Graduate, No,6800000,24700000,10,395,15300000,13500000,16500000,7100000, Rejected
2633,4, Graduate, Yes,9100000,29800000,10,584,8000000,13400000,26200000,13100000, Rejected
2634,3, Graduate, Yes,5700000,10600000,10,363,18900000,7500000,17600000,6600000, Rejected
2635,5, Graduate, Yes,1000000,3800000,4,619,800000,2100000,3100000,300000, Rejected
2636,5, Graduate, Yes,400000,1400000,12,357,300000,0,200000,200000, Rejected
2637,1, Graduate, Yes,3400000,8800000,18,865,4200000,5200000,3200000,4100000, Approved
2638,1, Graduate, No,7400000,7500000,6,696,15500000,7600000,9600000,3600000, Approved
2639,5, Not Graduate, No,1600000,4500000,2,447,3900000,800000,2300000,1800000, Rejected
2640,0, Graduate, Yes,8500000,8700000,12,668,2100000,20800000,31200000,6500000, Approved
2641,5, Not Graduate, No,2500000,3200000,8,510,6900000,2500000,7600000,3300000, Rejected
2642,0, Graduate, Yes,5000000,13600000,16,611,3900000,4200000,5000000,3000000, Approved
2643,2, Graduate, Yes,2100000,2800000,18,400,2500000,900000,4200000,3000000, Rejected
2644,0, Graduate, No,4700000,9900000,20,600,5900000,11700000,6300000,3200000, Rejected
2645,5, Not Graduate, No,4600000,16700000,8,364,6000000,9800000,15700000,5100000, Rejected
2646,3, Not Graduate, No,200000,400000,20,392,500000,0,700000,100000, Rejected
2647,5, Not Graduate, Yes,5700000,28400000,4,650,1900000,8100000,6100000,4800000, Approved
2648,0, Graduate, No,7900000,36900000,8,600,6700000,2900000,15500000,4200000, Rejected
2649,0, Not Graduate, Yes,9300000,31100000,6,476,2500000,16600000,35700000,1100000, Rejected
2650,3, Not Graduate, No,3400000,16600000,20,336,9400000,4100000,9500000,2400000, Rejected
2651,0, Graduate, No,8800000,39400000,14,554,30300000,2400000,31100000,3000000, Rejected
2652,3, Graduate, No,8800000,20000000,8,856,20900000,12300000,15400000,12700000, Approved
2653,4, Not Graduate, Yes,9800000,39200000,4,725,21000000,22300000,12100000,12100000, Approved
2654,2, Not Graduate, No,3800000,5900000,16,334,12100000,3200000,11100000,4300000, Rejected
2655,4, Not Graduate, Yes,8500000,31800000,14,863,8900000,1100000,8300000,6200000, Approved
2656,0, Graduate, Yes,5700000,16900000,18,554,2400000,13500000,19600000,2600000, Approved
2657,1, Graduate, Yes,700000,700000,10,646,1300000,200000,2200000,400000, Approved
2658,0, Not Graduate, Yes,2800000,5900000,4,300,3000000,3300000,4400000,1100000, Rejected
2659,2, Not Graduate, Yes,6700000,32300000,8,486,11300000,9100000,15000000,5800000, Rejected
2660,2, Graduate, Yes,1700000,3800000,14,772,2900000,1000000,5600000,2100000, Approved
2661,3, Graduate, Yes,4400000,7600000,6,498,5500000,2000000,16600000,1600000, Rejected
2662,0, Not Graduate, Yes,7700000,13500000,2,399,13900000,2200000,13300000,800000, Rejected
2663,2, Not Graduate, No,1600000,4700000,18,354,2300000,300000,5200000,400000, Rejected
2664,4, Graduate, Yes,5000000,21900000,12,855,2900000,6400000,5900000,3700000, Approved
2665,0, Not Graduate, No,2300000,9300000,8,788,7000000,4800000,8400000,300000, Approved
2666,4, Not Graduate, Yes,5400000,14800000,12,326,13600000,1700000,15700000,3600000, Rejected
2667,1, Graduate, Yes,2500000,4600000,16,856,800000,4400000,2600000,600000, Approved
2668,5, Graduate, No,9600000,11400000,2,793,5600000,9900000,29700000,2400000, Approved
2669,4, Graduate, Yes,900000,2600000,10,516,500000,100000,2700000,1000000, Rejected
2670,2, Graduate, Yes,9600000,39500000,6,694,3900000,12900000,29700000,14400000, Approved
2671,0, Not Graduate, Yes,7900000,31000000,2,455,3100000,5000000,13500000,2900000, Rejected
2672,2, Graduate, Yes,8500000,22400000,2,450,6100000,12900000,26300000,3600000, Rejected
2673,3, Graduate, Yes,8500000,28700000,10,729,25500000,7400000,28800000,4400000, Approved
2674,2, Not Graduate, Yes,2000000,5500000,12,421,5900000,3300000,3400000,2400000, Rejected
2675,3, Not Graduate, No,9300000,30800000,12,513,25900000,21400000,11400000,7500000, Rejected
2676,4, Graduate, No,6000000,18400000,16,514,13400000,3700000,21600000,5400000, Approved
2677,5, Not Graduate, No,9600000,35700000,10,390,24800000,22600000,25700000,8300000, Rejected
2678,2, Graduate, Yes,8800000,26700000,12,797,23200000,4500000,18600000,12400000, Approved
2679,5, Graduate, No,5800000,27600000,18,704,18200000,1000000,20800000,900000, Approved
2680,1, Graduate, Yes,3800000,10300000,14,818,9900000,1800000,3700000,1200000, Approved
2681,5, Not Graduate, No,1300000,1400000,20,614,3400000,2600000,4300000,800000, Approved
2682,0, Not Graduate, No,1100000,2100000,6,405,3100000,1900000,2400000,900000, Rejected
2683,3, Not Graduate, Yes,4000000,12000000,16,467,8100000,9700000,2600000,1000000, Rejected
2684,4, Not Graduate, No,8100000,25600000,14,512,7300000,14400000,31600000,10900000, Rejected
2685,0, Not Graduate, Yes,5100000,16400000,12,866,2400000,5300000,16400000,5300000, Approved
2686,2, Graduate, No,4900000,18900000,2,442,7800000,10900000,6100000,6900000, Rejected
2687,1, Graduate, Yes,2500000,5200000,12,716,1300000,6000000,9300000,3500000, Approved
2688,4, Graduate, No,5700000,20900000,18,373,4300000,11300000,21500000,4700000, Rejected
2689,2, Graduate, No,6400000,24400000,14,874,1800000,8900000,21100000,8300000, Approved
2690,0, Not Graduate, No,9800000,25900000,2,688,11700000,20200000,9300000,11100000, Approved
2691,0, Graduate, Yes,7300000,19000000,6,558,24800000,3300000,8400000,4400000, Approved
2692,0, Graduate, No,6100000,10500000,12,507,8800000,13700000,19100000,6200000, Rejected
2693,0, Not Graduate, Yes,9100000,24200000,18,513,9100000,22700000,33700000,13000000, Rejected
2694,2, Not Graduate, Yes,4300000,17800000,10,435,6600000,7200000,5400000,5000000, Approved
2695,1, Graduate, No,9300000,39500000,18,660,11100000,4600000,19600000,10200000, Approved
2696,1, Graduate, Yes,3800000,12800000,16,820,9200000,1400000,4000000,1600000, Approved
2697,2, Graduate, No,1400000,3100000,6,444,3200000,3400000,3000000,1800000, Rejected
2698,2, Graduate, Yes,4200000,15700000,4,749,1200000,9100000,11500000,2700000, Approved
2699,3, Graduate, Yes,1400000,5500000,20,640,2600000,2600000,800000,1400000, Approved
2700,2, Graduate, Yes,1300000,3000000,12,765,400000,3100000,3600000,1400000, Approved
2701,5, Not Graduate, No,8800000,37900000,18,762,21400000,11100000,24100000,7200000, Approved
2702,2, Graduate, Yes,7900000,10200000,20,323,26000000,17500000,16500000,2600000, Rejected
2703,2, Graduate, Yes,2300000,2400000,10,312,7300000,900000,8400000,2500000, Rejected
2704,2, Graduate, No,8400000,12500000,2,849,7400000,3800000,8200000,3700000, Approved
2705,0, Not Graduate, Yes,800000,1300000,20,393,2100000,1000000,500000,400000, Rejected
2706,4, Graduate, No,2900000,13100000,12,645,8200000,2400000,6500000,800000, Approved
2707,3, Graduate, Yes,7100000,19200000,4,752,21700000,7700000,16800000,6900000, Approved
2708,2, Graduate, No,3100000,6500000,12,602,3300000,6200000,4400000,800000, Approved
2709,2, Not Graduate, Yes,7300000,19800000,2,303,12300000,1000000,28200000,4300000, Rejected
2710,3, Graduate, No,8700000,22400000,6,306,8100000,15700000,12100000,11700000, Rejected
2711,5, Not Graduate, Yes,800000,1800000,8,702,200000,200000,1200000,600000, Approved
